Product ID,Product Name,Category,Brand Score,Cost Price (cp),Selling Price (sp),Days to Expire,Demand Factor,Quantity Left,Discount (%),Adjusted Price
P06938,Apple,Produce,2,97.72,140.93,5,0.23,162,21.78,110.24
P06939,Cream,Dairy,4,41.1,58.74,2,0.95,36,15.15,49.84
P06940,Minced Beef,Meat,2,31.13,45.66,20,0.65,331,6.75,42.58
P06941,Frozen Berries,Frozen,4,28.88,42.81,6,0.28,10,18.18,35.03
P06942,Frozen Vegetables,Frozen,5,27.03,36.65,12,0.49,485,10.59,32.77
P06943,Ice Cream,Frozen,4,94.98,110.52,3,0.62,153,17.37,91.32
P06944,Bread,Bakery,1,60.11,74.46,17,0.65,362,10.2,66.87
P06945,Frozen Fries,Frozen,1,57.5,84.22,20,0.7,102,7.5,77.9
P06946,Frozen Pizza,Frozen,4,83.61,115.74,8,0.43,409,15.33,98.0
P06947,Butter,Dairy,3,27.07,36.9,19,0.8,467,4.95,35.07
P06948,Muffin,Bakery,2,82.97,97.75,10,0.65,242,14.25,83.82
P06949,Cream,Dairy,4,21.49,23.75,2,0.86,456,15.96,19.96
P06950,Ice Cream,Frozen,2,36.19,43.82,7,0.86,405,14.61,37.42
P06951,Milk,Dairy,5,68.07,93.41,15,0.38,202,9.33,84.69
P06952,Apple,Produce,2,36.41,43.36,17,0.72,350,8.37,39.73
P06953,Minced Beef,Meat,3,32.9,42.81,19,0.79,482,5.04,40.65
P06954,Chicken Breast,Meat,2,17.52,25.61,12,0.6,425,13.2,22.23
P06955,Frozen Fries,Frozen,4,94.11,140.59,2,0.32,445,20.82,111.32
P06956,Cream,Dairy,5,85.24,116.23,16,0.81,153,4.71,110.76
P06957,Donut,Bakery,3,25.88,28.85,13,0.66,331,10.71,25.76
P06958,Cheese,Dairy,2,83.45,109.83,3,0.27,406,22.92,84.66
P06959,Frozen Berries,Frozen,4,55.61,69.11,14,0.52,447,10.02,62.19
P06960,Milk,Dairy,5,14.35,17.92,10,0.98,394,7.68,16.54
P06961,Carrot,Produce,4,45.09,51.71,5,0.38,209,18.03,42.39
P06962,Banana,Produce,4,43.11,47.84,2,0.22,207,21.72,37.45
P06963,Fish Fillet,Meat,3,52.43,64.22,19,0.82,253,4.77,61.16
P06964,Lettuce,Produce,3,87.19,111.64,3,0.8,289,16.95,92.72
P06965,Muffin,Bakery,5,16.71,20.98,2,0.94,64,14.04,18.03
P06966,Lettuce,Produce,1,58.24,68.54,7,0.99,252,14.64,58.51
P06967,Banana,Produce,1,18.4,24.62,17,0.95,390,7.5,22.77
P06968,Tomato,Produce,1,14.74,18.46,8,0.55,195,17.85,15.16
P06969,Butter,Dairy,4,70.61,93.4,6,0.74,91,14.04,80.29
P06970,Lettuce,Produce,2,39.34,56.63,13,0.47,428,13.62,48.92
P06971,Bagel,Bakery,4,30.03,33.96,20,0.27,199,7.77,31.32
P06972,Donut,Bakery,1,28.57,35.29,12,1.0,483,10.8,31.48
P06973,Croissant,Bakery,2,49.69,74.3,9,0.55,241,15.9,62.49
P06974,Minced Beef,Meat,2,46.84,64.6,13,0.26,165,15.51,54.58
P06975,Fish Fillet,Meat,1,34.97,43.44,11,0.95,397,12.0,38.23
P06976,Banana,Produce,2,72.29,89.93,14,0.41,85,13.41,77.87
P06977,Muffin,Bakery,5,50.49,56.6,9,0.38,52,13.83,48.77
P06978,Frozen Berries,Frozen,1,72.51,85.24,17,0.7,477,9.75,76.93
P06979,Spinach,Produce,1,48.54,55.78,13,0.88,130,11.13,49.57
P06980,Frozen Fries,Frozen,3,26.66,30.31,11,0.42,103,14.37,25.95
P06981,Bread,Bakery,1,41.26,56.55,9,0.37,337,18.72,45.96
P06982,Fish Fillet,Meat,1,73.34,92.87,18,0.22,421,13.32,80.5
P06983,Ice Cream,Frozen,3,57.46,80.41,12,0.99,340,8.49,73.58
P06984,Carrot,Produce,3,38.86,52.6,15,0.5,323,10.65,47.0
P06985,Fish Fillet,Meat,5,79.48,110.04,9,0.31,385,14.46,94.13
P06986,Croissant,Bakery,5,68.32,76.73,10,0.37,281,13.17,66.62
P06987,Carrot,Produce,3,46.32,55.69,16,0.91,280,6.21,52.23
P06988,Bread,Bakery,4,57.02,77.34,14,0.93,256,6.33,72.44
P06989,Banana,Produce,2,15.11,19.71,11,0.62,288,13.77,17.0
P06990,Sausage,Meat,5,70.72,103.95,20,0.41,65,5.31,98.43
P06991,Cream,Dairy,2,71.14,102.62,10,0.53,46,15.33,86.89
P06992,Frozen Fries,Frozen,5,23.89,29.49,7,0.55,64,13.8,25.42
P06993,Milk,Dairy,2,75.54,101.91,12,0.89,338,10.59,91.12
P06994,Minced Beef,Meat,3,16.64,23.4,16,0.48,38,10.08,21.04
P06995,Croissant,Bakery,2,13.74,19.06,13,0.26,360,15.51,16.1
P06996,Milk,Dairy,3,38.06,48.07,4,0.7,256,17.1,39.85
P06997,Tomato,Produce,5,84.81,115.56,3,0.73,118,15.18,98.02
P06998,Sausage,Meat,3,57.75,63.85,19,0.82,123,4.77,60.8
P06999,Tomato,Produce,5,90.32,108.97,3,0.97,243,13.02,94.78
P07000,Yogurt,Dairy,1,77.54,114.75,16,0.22,245,14.82,97.74
P07001,Cream,Dairy,3,47.09,60.44,2,0.64,253,19.14,48.87
P07002,Carrot,Produce,2,97.4,111.25,14,0.84,416,9.54,100.64
P07003,Carrot,Produce,3,64.87,84.08,14,0.94,53,7.44,77.82
P07004,Milk,Dairy,4,67.35,98.66,15,0.58,36,8.73,90.05
P07005,Cream,Dairy,4,14.95,19.52,5,0.5,355,16.95,16.21
P07006,Sausage,Meat,1,58.98,73.79,1,0.62,183,22.47,57.21
P07007,Carrot,Produce,1,10.58,11.9,1,0.28,480,25.53,8.86
P07008,Apple,Produce,2,75.24,87.86,13,0.65,121,12.0,77.32
P07009,Frozen Pizza,Frozen,3,18.62,26.03,4,0.94,436,14.94,22.14
P07010,Cream,Dairy,1,76.05,100.88,9,0.78,67,15.03,85.72
P07011,Butter,Dairy,4,49.27,64.41,16,0.87,30,5.37,60.95
P07012,Cheese,Dairy,5,37.44,42.41,14,0.38,101,10.08,38.14
P07013,Ice Cream,Frozen,2,42.65,56.6,9,0.82,476,13.47,48.98
P07014,Frozen Vegetables,Frozen,5,66.8,76.73,15,0.32,42,9.87,69.16
P07015,Chicken Breast,Meat,2,83.15,99.89,10,0.83,314,12.63,87.27
P07016,Pork Chops,Meat,3,13.24,15.4,9,0.94,90,11.19,13.68
P07017,Cream,Dairy,2,92.43,132.5,9,0.71,35,14.46,113.34
P07018,Bagel,Bakery,3,65.59,97.62,1,0.99,97,16.74,81.28
P07019,Croissant,Bakery,3,68.58,79.23,7,0.4,201,17.55,65.33
P07020,Apple,Produce,1,69.35,93.74,10,0.6,264,15.9,78.84
P07021,Yogurt,Dairy,2,10.21,11.3,3,0.75,325,18.6,9.2
P07022,Spinach,Produce,2,19.53,25.58,15,0.54,384,11.49,22.64
P07023,Pork Chops,Meat,3,56.63,66.08,17,0.8,293,6.45,61.82
P07024,Butter,Dairy,2,65.34,73.02,10,0.69,127,13.89,62.88
P07025,Cream,Dairy,4,47.57,68.82,14,0.34,203,11.64,60.81
P07026,Yogurt,Dairy,5,86.41,127.73,10,0.88,316,8.58,116.77
P07027,Milk,Dairy,3,81.28,105.43,14,0.44,314,11.94,92.84
P07028,Muffin,Bakery,3,67.42,97.05,10,0.93,186,10.53,86.83
P07029,Sausage,Meat,1,32.06,45.72,15,0.29,111,14.94,38.89
P07030,Croissant,Bakery,4,55.18,73.54,6,0.62,444,15.12,62.42
P07031,Minced Beef,Meat,2,94.36,133.12,15,0.81,228,9.06,121.06
P07032,Muffin,Bakery,5,66.84,76.95,10,0.81,404,9.21,69.86
P07033,Bagel,Bakery,3,40.85,49.43,2,0.35,383,21.75,38.68
P07034,Milk,Dairy,2,67.89,97.76,8,0.51,177,17.01,81.13
P07035,Frozen Vegetables,Frozen,3,90.92,107.33,18,0.34,120,9.84,96.77
P07036,Apple,Produce,3,81.05,99.95,8,0.37,208,17.07,82.89
P07037,Fish Fillet,Meat,2,98.73,139.18,17,0.68,385,8.73,127.03
P07038,Pork Chops,Meat,4,70.38,85.96,5,0.73,413,14.88,73.17
P07039,Tomato,Produce,5,59.25,67.85,8,0.85,248,10.35,60.83
P07040,Chicken Breast,Meat,5,17.02,21.21,15,0.59,14,7.44,19.63
P07041,Cheese,Dairy,1,20.37,23.05,17,0.29,204,13.44,19.95
P07042,Apple,Produce,1,41.83,56.21,6,0.64,67,18.54,45.79
P07043,Donut,Bakery,4,88.78,130.31,11,0.23,407,14.88,110.92
P07044,Butter,Dairy,2,90.85,116.23,12,0.22,464,16.62,96.91
P07045,Fish Fillet,Meat,2,20.87,29.66,3,0.23,490,23.28,22.76
P07046,Frozen Fries,Frozen,1,15.59,21.17,9,0.44,17,18.09,17.34
P07047,Yogurt,Dairy,4,53.93,62.31,1,0.74,181,17.79,51.23
P07048,Fish Fillet,Meat,3,23.14,31.41,7,0.64,437,15.39,26.58
P07049,Ice Cream,Frozen,4,87.72,129.27,13,0.85,223,7.8,119.19
P07050,Tomato,Produce,1,17.89,21.44,2,0.57,127,22.17,16.69
P07051,Frozen Fries,Frozen,4,99.33,120.24,9,0.88,105,10.53,107.58
P07052,Pork Chops,Meat,2,63.27,70.37,13,0.74,420,11.19,62.5
P07053,Bagel,Bakery,1,35.32,41.66,7,0.87,382,15.72,35.11
P07054,Frozen Pizza,Frozen,4,54.75,75.75,5,0.75,381,14.7,64.61
P07055,Frozen Vegetables,Frozen,3,88.49,109.93,10,0.73,142,12.33,96.38
P07056,Lettuce,Produce,5,36.35,52.74,5,0.84,495,12.69,46.05
P07057,Frozen Berries,Frozen,2,68.65,84.68,20,0.57,298,7.47,78.35
P07058,Frozen Fries,Frozen,5,26.07,38.33,10,0.47,364,12.27,33.63
P07059,Bread,Bakery,3,23.62,26.18,4,0.44,312,19.44,21.09
P07060,Frozen Berries,Frozen,1,19.86,28.44,16,0.56,174,11.76,25.1
P07061,Muffin,Bakery,2,60.93,87.4,2,0.78,235,19.08,70.72
P07062,Frozen Fries,Frozen,4,44.59,51.33,14,0.68,444,8.58,46.93
P07063,Apple,Produce,5,40.46,48.41,1,0.23,353,21.18,38.16
P07064,Tomato,Produce,3,76.44,112.9,20,0.47,347,7.17,104.81
P07065,Tomato,Produce,3,46.03,54.43,16,0.73,121,7.83,50.17
P07066,Yogurt,Dairy,3,24.23,30.16,16,0.85,72,6.75,28.12
P07067,Spinach,Produce,1,15.63,19.39,16,0.39,115,13.29,16.81
P07068,Donut,Bakery,2,47.01,68.48,19,0.71,73,6.96,63.71
P07069,Bread,Bakery,3,48.59,59.46,8,0.64,463,14.64,50.76
P07070,Frozen Berries,Frozen,1,51.18,57.7,11,0.96,462,11.91,50.83
P07071,Ice Cream,Frozen,3,90.64,123.96,19,0.27,38,9.72,111.91
P07072,Muffin,Bakery,5,90.69,127.91,6,0.46,91,15.36,108.26
P07073,Minced Beef,Meat,5,48.21,58.44,7,0.88,230,10.83,52.11
P07074,Yogurt,Dairy,1,67.97,91.53,18,0.54,283,10.44,81.97
P07075,Fish Fillet,Meat,3,23.79,32.78,16,0.46,171,10.26,29.42
P07076,Carrot,Produce,4,81.12,90.76,19,0.55,493,6.0,85.31
P07077,Bread,Bakery,4,43.8,58.57,5,1.0,289,12.45,51.28
P07078,Bagel,Bakery,5,39.67,57.3,10,0.26,156,14.16,49.19
P07079,Ice Cream,Frozen,2,18.94,27.69,3,0.46,397,21.21,21.82
P07080,Frozen Vegetables,Frozen,3,96.79,113.06,5,0.28,31,20.13,90.3
P07081,Chicken Breast,Meat,2,77.52,97.95,6,0.38,199,19.68,78.67
P07082,Cream,Dairy,3,88.03,101.93,3,0.54,191,19.29,82.27
P07083,Chicken Breast,Meat,2,72.57,81.62,15,0.79,133,9.24,74.08
P07084,Frozen Fries,Frozen,4,17.07,23.35,17,0.43,174,8.58,21.35
P07085,Muffin,Bakery,2,12.67,16.29,10,0.83,427,12.63,14.23
P07086,Sausage,Meat,4,92.83,106.61,10,0.92,430,9.42,96.57
P07087,Bread,Bakery,5,28.9,36.43,7,0.81,463,11.46,32.26
P07088,Croissant,Bakery,2,73.52,86.66,11,0.57,190,14.22,74.34
P07089,Fish Fillet,Meat,4,46.35,52.02,2,0.35,474,20.55,41.33
P07090,Bread,Bakery,4,74.72,93.6,14,0.24,207,12.54,81.86
P07091,Frozen Vegetables,Frozen,1,56.4,70.18,5,0.54,495,20.19,56.01
P07092,Butter,Dairy,5,65.47,81.77,7,0.31,400,15.96,68.72
P07093,Bagel,Bakery,3,87.91,119.51,9,0.25,354,17.4,98.72
P07094,Bread,Bakery,3,27.59,35.16,10,0.61,117,13.41,30.45
P07095,Donut,Bakery,4,14.51,15.99,3,0.64,361,17.19,13.24
P07096,Spinach,Produce,5,53.94,67.69,7,0.62,292,13.17,58.78
P07097,Cream,Dairy,2,73.98,98.59,5,0.58,299,18.63,80.22
P07098,Cream,Dairy,5,61.81,73.44,4,0.96,283,12.36,64.36
P07099,Fish Fillet,Meat,2,18.67,23.02,4,0.88,499,16.68,19.18
P07100,Butter,Dairy,3,51.09,71.41,4,0.61,276,17.91,58.62
P07101,Sausage,Meat,3,77.45,89.1,5,0.44,410,18.69,72.45
P07102,Cheese,Dairy,2,71.75,96.57,6,0.61,474,17.61,79.56
P07103,Sausage,Meat,3,81.43,92.19,16,0.36,115,11.16,81.9
P07104,Cream,Dairy,4,91.08,120.93,4,0.39,80,18.69,98.33
P07105,Sausage,Meat,2,80.51,99.66,20,0.4,261,9.0,90.69
P07106,Pork Chops,Meat,1,18.35,23.99,5,0.46,395,20.91,18.97
P07107,Pork Chops,Meat,1,44.5,59.56,15,0.34,58,14.49,50.93
P07108,Muffin,Bakery,5,72.39,91.6,18,0.27,387,8.07,84.21
P07109,Banana,Produce,1,31.08,38.34,7,0.36,215,20.31,30.55
P07110,Butter,Dairy,3,99.26,125.7,17,0.55,238,8.7,114.76
P07111,Muffin,Bakery,4,72.99,89.18,9,0.63,68,12.78,77.78
P07112,Frozen Berries,Frozen,2,65.33,86.44,6,0.28,75,20.58,68.65
P07113,Muffin,Bakery,5,58.9,76.33,16,0.42,30,8.22,70.06
P07114,Bread,Bakery,2,79.26,97.98,7,0.45,350,18.3,80.05
P07115,Pork Chops,Meat,1,59.09,80.66,11,0.75,327,13.8,69.53
P07116,Frozen Berries,Frozen,2,59.1,83.67,10,0.58,261,14.88,71.22
P07117,Yogurt,Dairy,3,17.81,22.01,8,0.71,275,14.01,18.93
P07118,Banana,Produce,1,12.3,15.34,15,0.86,79,9.81,13.84
P07119,Frozen Fries,Frozen,4,47.94,60.07,14,0.81,496,7.41,55.62
P07120,Butter,Dairy,4,66.86,96.73,20,0.39,202,6.69,90.26
P07121,Sausage,Meat,4,33.03,47.52,2,0.89,468,15.69,40.06
P07122,Frozen Vegetables,Frozen,2,62.69,91.58,4,0.62,370,19.02,74.16
P07123,Milk,Dairy,2,70.41,103.21,2,0.7,135,19.8,82.77
P07124,Donut,Bakery,2,52.96,72.75,16,0.36,383,12.36,63.76
P07125,Spinach,Produce,2,17.18,18.97,13,0.52,471,13.17,16.47
P07126,Pork Chops,Meat,1,85.83,111.63,9,0.58,414,16.83,92.84
P07127,Frozen Berries,Frozen,5,52.03,68.66,10,0.48,266,12.18,60.3
P07128,Fish Fillet,Meat,3,51.87,69.11,3,0.28,457,21.63,54.16
P07129,Frozen Pizza,Frozen,4,92.56,124.09,10,0.53,341,12.93,108.05
P07130,Frozen Pizza,Frozen,4,63.0,92.18,6,0.84,336,13.14,80.07
P07131,Frozen Vegetables,Frozen,1,11.87,17.14,7,0.96,400,14.91,14.58
P07132,Fish Fillet,Meat,4,45.32,65.38,18,0.98,320,2.88,63.5
P07133,Frozen Fries,Frozen,3,23.15,25.66,6,0.95,490,13.35,22.23
P07134,Bread,Bakery,2,99.64,144.61,5,0.41,59,20.16,115.46
P07135,Croissant,Bakery,1,76.09,114.06,12,0.88,422,11.88,100.51
P07136,Apple,Produce,3,26.0,34.45,20,0.5,233,6.9,32.07
P07137,Yogurt,Dairy,5,47.58,65.46,1,0.63,412,17.58,53.95
P07138,Ice Cream,Frozen,5,53.01,64.69,11,0.36,499,12.51,56.6
P07139,Fish Fillet,Meat,4,45.86,53.08,19,0.56,261,5.91,49.94
P07140,Minced Beef,Meat,1,95.49,140.94,7,0.47,333,19.32,113.71
P07141,Bagel,Bakery,1,99.37,137.98,4,0.48,111,21.48,108.34
P07142,Ice Cream,Frozen,3,60.26,86.41,19,0.89,375,4.14,82.83
P07143,Croissant,Bakery,1,26.04,38.9,2,0.23,402,25.23,29.09
P07144,Donut,Bakery,1,38.06,56.67,1,0.89,153,20.04,45.31
P07145,Butter,Dairy,1,29.34,40.68,6,0.91,418,16.11,34.13
P07146,Minced Beef,Meat,2,16.99,20.72,5,0.45,159,19.8,16.62
P07147,Chicken Breast,Meat,5,61.51,79.53,13,0.33,48,11.28,70.56
P07148,Sausage,Meat,5,86.82,118.4,10,0.78,494,9.48,107.18
P07149,Ice Cream,Frozen,1,13.16,15.02,5,0.6,146,19.65,12.07
P07150,Ice Cream,Frozen,1,73.77,107.51,16,0.81,20,9.51,97.29
P07151,Fish Fillet,Meat,4,31.23,37.16,9,0.75,349,11.7,32.81
P07152,Donut,Bakery,4,83.48,112.61,14,0.76,334,7.86,103.76
P07153,Bread,Bakery,5,45.68,53.39,3,0.42,257,17.97,43.8
P07154,Butter,Dairy,3,93.34,122.51,14,0.82,233,8.52,112.07
P07155,Apple,Produce,4,56.04,77.25,15,0.57,356,8.82,70.44
P07156,Chicken Breast,Meat,2,15.93,21.29,7,0.88,345,14.43,18.22
P07157,Frozen Pizza,Frozen,4,44.17,61.71,1,0.73,395,17.88,50.68
P07158,Chicken Breast,Meat,1,21.43,29.12,19,0.89,406,6.54,27.22
P07159,Tomato,Produce,3,37.55,44.05,17,0.99,158,4.74,41.96
P07160,Spinach,Produce,1,29.75,39.21,17,0.71,30,9.66,35.42
P07161,Pork Chops,Meat,4,90.83,112.28,19,0.45,315,6.9,104.53
P07162,Cream,Dairy,4,58.85,81.98,10,0.68,271,11.58,72.49
P07163,Pork Chops,Meat,5,73.93,101.99,1,0.37,307,19.92,81.67
P07164,Apple,Produce,4,59.76,88.0,17,0.58,341,7.23,81.64
P07165,Carrot,Produce,3,43.49,65.03,16,0.63,412,8.73,59.35
P07166,Muffin,Bakery,4,73.47,107.18,11,0.37,306,13.62,92.58
P07167,Banana,Produce,4,35.91,39.76,17,0.29,76,9.84,35.85
P07168,Apple,Produce,3,98.06,122.4,9,0.26,93,17.31,101.21
P07169,Sausage,Meat,3,77.72,107.01,12,0.78,11,10.38,95.9
P07170,Frozen Vegetables,Frozen,3,43.29,60.42,15,0.39,156,11.64,53.39
P07171,Ice Cream,Frozen,4,47.97,55.56,9,0.59,229,13.14,48.26
P07172,Yogurt,Dairy,5,23.7,32.52,17,0.25,45,9.0,29.59
P07173,Milk,Dairy,2,32.96,43.19,17,0.74,229,8.19,39.65
P07174,Bread,Bakery,4,68.97,82.47,20,0.87,323,2.37,80.52
P07175,Fish Fillet,Meat,2,69.22,97.1,8,0.8,323,14.4,83.12
P07176,Apple,Produce,5,27.61,32.53,15,0.86,293,5.01,30.9
P07177,Ice Cream,Frozen,5,74.77,94.17,19,0.83,86,2.28,92.02
P07178,Donut,Bakery,1,96.36,114.11,14,0.97,62,9.57,103.19
P07179,Pork Chops,Meat,2,76.85,92.2,2,0.59,433,20.79,73.03
P07180,Frozen Fries,Frozen,2,53.19,79.25,8,0.79,194,14.49,67.77
P07181,Spinach,Produce,5,64.33,71.41,17,0.4,478,7.65,65.95
P07182,Frozen Berries,Frozen,1,70.02,103.06,10,0.34,475,18.24,84.26
P07183,Frozen Vegetables,Frozen,1,58.71,75.47,5,0.53,333,20.28,60.16
P07184,Minced Beef,Meat,5,17.94,20.14,13,0.55,389,9.3,18.27
P07185,Fish Fillet,Meat,4,96.56,132.12,8,0.76,256,12.36,115.79
P07186,Cream,Dairy,1,98.5,110.14,19,0.55,474,9.6,99.57
P07187,Fish Fillet,Meat,5,90.52,107.82,2,0.49,364,18.09,88.32
P07188,Pork Chops,Meat,1,70.18,81.63,9,0.31,70,19.26,65.91
P07189,Yogurt,Dairy,2,23.63,35.29,16,0.6,209,10.2,31.69
P07190,Bread,Bakery,5,58.29,82.3,4,0.69,431,14.79,70.13
P07191,Sausage,Meat,1,29.03,38.67,1,0.52,493,23.37,29.63
P07192,Bagel,Bakery,2,33.8,42.63,7,0.68,188,16.23,35.71
P07193,Minced Beef,Meat,4,69.45,90.93,2,0.21,81,21.81,71.1
P07194,Frozen Vegetables,Frozen,2,55.73,77.18,12,0.62,457,13.02,67.13
P07195,Milk,Dairy,5,65.97,88.1,17,0.54,470,6.39,82.47
P07196,Ice Cream,Frozen,3,68.04,98.7,11,0.75,486,11.4,87.45
P07197,Bread,Bakery,3,65.47,80.15,15,0.8,186,7.95,73.78
P07198,Frozen Berries,Frozen,3,34.59,49.62,11,0.39,205,14.64,42.36
P07199,Donut,Bakery,5,45.26,62.75,16,0.6,480,6.6,58.61
P07200,Frozen Fries,Frozen,4,51.09,59.25,5,0.76,167,14.61,50.59
P07201,Chicken Breast,Meat,3,94.09,112.42,2,0.21,264,23.01,86.55
P07202,Yogurt,Dairy,4,79.76,111.41,16,0.87,422,5.37,105.43
P07203,Frozen Berries,Frozen,4,72.44,86.73,18,0.75,469,4.95,82.44
P07204,Bread,Bakery,3,42.25,61.19,13,0.72,356,10.17,54.97
P07205,Milk,Dairy,4,56.41,81.74,5,0.81,463,14.16,70.17
P07206,Butter,Dairy,3,88.51,99.3,13,0.69,404,10.44,88.93
P07207,Frozen Pizza,Frozen,3,42.94,62.43,12,0.94,122,8.94,56.85
P07208,Ice Cream,Frozen,2,88.0,105.82,12,0.96,183,9.96,95.28
P07209,Apple,Produce,2,21.45,26.2,18,0.99,168,5.19,24.84
P07210,Bread,Bakery,2,65.97,92.98,19,0.5,53,8.85,84.75
P07211,Sausage,Meat,5,63.97,75.7,2,0.39,50,18.99,61.32
P07212,Bagel,Bakery,5,39.44,57.77,16,0.21,387,10.11,51.93
P07213,Fish Fillet,Meat,3,73.75,81.51,14,0.86,116,8.16,74.86
P07214,Chicken Breast,Meat,1,82.7,108.14,16,0.43,370,12.93,94.16
P07215,Frozen Pizza,Frozen,1,50.8,59.76,1,0.75,305,21.3,47.03
P07216,Ice Cream,Frozen,5,23.07,27.92,5,0.64,465,14.49,23.87
P07217,Frozen Fries,Frozen,5,78.19,113.81,13,0.31,305,11.46,100.77
P07218,Spinach,Produce,2,59.72,67.04,5,0.26,193,21.51,52.62
P07219,Cheese,Dairy,4,87.79,116.22,7,0.8,302,12.75,101.4
P07220,Yogurt,Dairy,4,14.8,20.43,18,0.48,280,7.38,18.92
P07221,Frozen Berries,Frozen,3,33.71,49.7,3,0.64,149,18.39,40.56
P07222,Bread,Bakery,5,88.65,116.79,14,0.48,167,9.18,106.07
P07223,Chicken Breast,Meat,5,79.37,116.02,2,0.75,200,15.75,97.75
P07224,Donut,Bakery,4,37.54,48.38,11,0.52,88,12.27,42.44
P07225,Spinach,Produce,1,85.03,106.88,1,0.67,168,22.02,83.35
P07226,Bagel,Bakery,1,42.46,61.3,5,0.87,474,17.22,50.74
P07227,Banana,Produce,1,47.53,64.23,13,0.55,38,14.1,55.17
P07228,Bread,Bakery,3,65.58,94.03,12,0.72,366,10.92,83.76
P07229,Sausage,Meat,3,53.62,78.1,7,0.86,253,13.41,67.63
P07230,Ice Cream,Frozen,5,18.66,25.02,16,0.41,246,8.31,22.94
P07231,Lettuce,Produce,5,13.75,16.17,5,0.27,414,17.82,13.29
P07232,Frozen Berries,Frozen,1,63.32,70.33,15,0.54,410,12.69,61.41
P07233,Bagel,Bakery,1,91.84,129.28,10,0.35,355,18.15,105.82
P07234,Apple,Produce,1,19.06,27.17,19,0.24,233,12.39,23.8
P07235,Minced Beef,Meat,2,53.65,63.14,18,0.29,122,11.49,55.89
P07236,Spinach,Produce,5,91.56,120.39,4,1.0,199,12.0,105.94
P07237,Apple,Produce,4,58.06,81.71,1,0.37,207,21.12,64.45
P07238,Apple,Produce,2,56.35,67.94,5,0.84,223,16.29,56.87
P07239,Bagel,Bakery,5,45.34,63.66,2,0.8,500,15.3,53.92
P07240,Donut,Bakery,1,12.82,17.77,18,0.66,189,9.36,16.11
P07241,Lettuce,Produce,1,39.49,56.58,2,0.93,446,18.93,45.87
P07242,Muffin,Bakery,2,71.61,107.06,11,0.56,64,14.31,91.74
P07243,Frozen Pizza,Frozen,4,50.87,75.63,9,0.7,380,12.15,66.44
P07244,Cheese,Dairy,5,98.19,142.23,4,0.48,397,16.68,118.51
P07245,Cheese,Dairy,3,48.49,55.14,20,0.73,184,4.83,52.48
P07246,Bread,Bakery,4,18.39,20.26,14,0.93,222,6.33,18.98
P07247,Carrot,Produce,4,48.54,64.14,10,0.89,170,9.69,57.92
P07248,Croissant,Bakery,4,29.78,43.85,16,0.54,194,8.34,40.19
P07249,Frozen Fries,Frozen,3,65.65,73.41,8,0.42,482,16.62,61.21
P07250,Apple,Produce,5,19.21,24.42,6,0.5,147,15.0,20.76
P07251,Frozen Vegetables,Frozen,5,68.16,89.33,13,0.28,207,11.73,78.85
P07252,Lettuce,Produce,5,31.03,36.84,11,0.63,40,10.08,33.13
P07253,Croissant,Bakery,2,17.8,22.15,7,0.26,110,20.01,17.72
P07254,Bagel,Bakery,1,83.37,123.26,1,0.33,269,25.08,92.35
P07255,Bagel,Bakery,2,36.74,47.12,19,0.83,238,5.88,44.35
P07256,Tomato,Produce,2,30.4,40.99,4,0.59,204,19.29,33.08
P07257,Cream,Dairy,4,60.18,87.41,12,0.62,184,10.62,78.13
P07258,Frozen Vegetables,Frozen,2,20.81,28.17,11,0.76,358,12.51,24.65
P07259,Pork Chops,Meat,1,57.5,70.32,9,0.22,241,20.07,56.21
P07260,Lettuce,Produce,4,23.63,31.93,4,0.8,187,15.0,27.14
P07261,Pork Chops,Meat,4,53.66,71.3,2,0.51,269,19.11,57.67
P07262,Tomato,Produce,3,33.63,41.42,3,0.6,315,18.75,33.65
P07263,Muffin,Bakery,3,38.19,50.95,5,0.43,198,18.78,41.38
P07264,Lettuce,Produce,4,31.32,41.31,1,0.25,228,22.2,32.14
P07265,Butter,Dairy,1,90.17,122.63,13,0.4,475,15.45,103.68
P07266,Cheese,Dairy,3,39.29,58.92,16,0.75,188,7.65,54.41
P07267,Spinach,Produce,1,83.71,104.84,4,0.42,491,22.02,81.75
P07268,Butter,Dairy,3,99.44,123.33,16,0.38,253,10.98,109.79
P07269,Fish Fillet,Meat,3,10.65,14.35,7,0.41,332,17.46,11.84
P07270,Fish Fillet,Meat,1,11.4,12.57,4,0.66,256,19.86,10.07
P07271,Cheese,Dairy,3,19.15,25.53,4,0.42,448,19.62,20.52
P07272,Muffin,Bakery,5,79.73,105.01,7,0.51,28,14.16,90.14
P07273,Minced Beef,Meat,5,45.46,63.22,17,0.24,141,9.09,57.47
P07274,Lettuce,Produce,5,89.64,112.32,18,0.45,81,6.45,105.08
P07275,Minced Beef,Meat,2,68.69,76.2,20,0.68,243,6.48,71.26
P07276,Cheese,Dairy,4,34.79,43.01,8,0.22,13,17.22,35.6
P07277,Chicken Breast,Meat,3,42.19,58.62,20,0.69,271,5.19,55.58
P07278,Cream,Dairy,4,30.77,34.5,6,0.59,431,15.39,29.19
P07279,Minced Beef,Meat,2,82.7,106.09,6,0.37,264,19.77,85.12
P07280,Carrot,Produce,5,87.14,97.92,7,0.32,342,15.87,82.38
P07281,Chicken Breast,Meat,3,62.66,75.45,8,0.49,177,15.99,63.39
