product_id,product_name,category,base_price,days_to_expiry,demand_factor,current_stock,adjusted_price
WMT36977,Product_36977,Vegetables,61.04,30,0.56,277,27.35
WMT36978,Product_36978,Fruits,43.02,29,1.05,82,36.14
WMT36979,Product_36979,Meat,43.4,18,1.14,247,39.58
WMT36980,Product_36980,Bakery,102.51,2,0.92,100,90.54
WMT36981,Product_36981,Vegetables,74.45,10,0.61,58,36.33
WMT36982,Product_36982,Meat,166.46,13,0.56,40,74.57
WMT36983,Product_36983,Bakery,60.4,4,1.45,263,80.57
WMT36984,Product_36984,Bakery,83.38,13,1.17,74,78.04
WMT36985,Product_36985,Fruits,180.52,10,1.07,116,154.53
WMT36986,Product_36986,Bakery,95.1,3,0.91,58,81.35
WMT36987,Product_36987,Fruits,143.4,24,1.13,176,129.63
WMT36988,Product_36988,Bakery,167.02,16,1.21,159,161.68
WMT36989,Product_36989,Fruits,77.38,6,0.75,230,51.07
WMT36990,Product_36990,Dairy,116.89,16,0.51,10,47.69
WMT36991,Product_36991,Meat,121.07,5,1.29,131,140.56
WMT36992,Product_36992,Bakery,165.79,2,1.1,39,175.07
WMT36993,Product_36993,Bakery,187.17,23,1.24,16,185.67
WMT36994,Product_36994,Fruits,25.23,26,0.9,105,18.17
WMT36995,Product_36995,Fruits,103.76,7,1.16,101,103.51
WMT36996,Product_36996,Fruits,128.45,23,1.4,34,143.86
WMT36997,Product_36997,Vegetables,142.7,1,0.77,298,107.68
WMT36998,Product_36998,Fruits,71.34,22,1.14,259,65.06
WMT36999,Product_36999,Vegetables,56.1,16,0.73,145,32.76
WMT37000,Product_37000,Fruits,182.4,20,0.76,30,110.9
WMT37001,Product_37001,Meat,187.23,7,0.77,29,123.98
WMT37002,Product_37002,Dairy,81.47,2,1.06,20,82.9
WMT37003,Product_37003,Vegetables,65.58,20,1.48,263,77.65
WMT37004,Product_37004,Dairy,51.01,9,1.44,151,60.23
WMT37005,Product_37005,Bakery,90.4,8,1.23,113,93.4
WMT37006,Product_37006,Vegetables,189.83,22,1.36,14,206.54
WMT37007,Product_37007,Meat,140.38,24,0.77,131,86.47
WMT37008,Product_37008,Dairy,40.68,1,0.97,168,38.67
WMT37009,Product_37009,Dairy,177.29,5,0.74,160,118.08
WMT37010,Product_37010,Meat,165.5,19,0.84,135,111.22
WMT37011,Product_37011,Dairy,196.78,19,0.91,134,143.26
WMT37012,Product_37012,Dairy,103.14,16,1.39,232,114.69
WMT37013,Product_37013,Meat,20.67,4,1.32,109,25.1
WMT37014,Product_37014,Vegetables,41.09,28,1.48,93,48.65
WMT37015,Product_37015,Meat,138.29,30,0.72,132,79.66
WMT37016,Product_37016,Vegetables,36.57,13,0.97,159,28.38
WMT37017,Product_37017,Vegetables,123.03,19,1.44,177,141.73
WMT37018,Product_37018,Meat,110.96,20,1.35,272,119.84
WMT37019,Product_37019,Meat,171.01,7,1.2,63,176.48
WMT37020,Product_37020,Fruits,183.59,2,0.73,71,128.66
WMT37021,Product_37021,Vegetables,194.42,9,0.57,253,90.87
WMT37022,Product_37022,Vegetables,127.98,6,1.47,26,165.55
WMT37023,Product_37023,Meat,183.18,27,0.83,292,121.63
WMT37024,Product_37024,Meat,124.51,2,0.79,55,94.43
WMT37025,Product_37025,Meat,135.55,19,0.6,118,65.06
WMT37026,Product_37026,Meat,83.9,20,1.49,89,100.01
WMT37027,Product_37027,Fruits,198.3,7,0.78,274,133.02
WMT37028,Product_37028,Bakery,113.65,6,0.77,64,77.01
WMT37029,Product_37029,Vegetables,113.07,20,0.59,181,53.37
WMT37030,Product_37030,Fruits,114.1,16,0.87,239,79.41
WMT37031,Product_37031,Bakery,43.4,24,1.16,66,40.28
WMT37032,Product_37032,Meat,87.13,22,0.75,286,52.28
WMT37033,Product_37033,Bakery,172.13,19,0.98,203,134.95
WMT37034,Product_37034,Dairy,146.33,21,0.67,67,78.43
WMT37035,Product_37035,Vegetables,179.92,25,0.55,38,79.16
WMT37036,Product_37036,Vegetables,158.16,9,0.75,216,97.27
WMT37037,Product_37037,Dairy,30.31,9,0.54,109,13.42
WMT37038,Product_37038,Dairy,137.17,28,1.01,156,110.83
WMT37039,Product_37039,Bakery,137.79,11,0.76,98,83.78
WMT37040,Product_37040,Dairy,191.37,28,1.26,280,192.9
WMT37041,Product_37041,Dairy,49.47,11,0.73,197,28.89
WMT37042,Product_37042,Bakery,165.21,23,1.47,56,194.29
WMT37043,Product_37043,Dairy,111.26,18,0.84,225,74.77
WMT37044,Product_37044,Fruits,42.02,16,0.72,54,24.2
WMT37045,Product_37045,Bakery,33.09,2,0.68,105,21.6
WMT37046,Product_37046,Bakery,39.08,21,1.5,207,46.9
WMT37047,Product_37047,Vegetables,112.59,3,0.65,296,68.79
WMT37048,Product_37048,Vegetables,81.19,22,1.42,253,92.23
WMT37049,Product_37049,Dairy,158.08,28,0.93,132,117.61
WMT37050,Product_37050,Vegetables,92.59,9,1.12,103,85.03
WMT37051,Product_37051,Meat,181.12,18,1.22,249,176.77
WMT37052,Product_37052,Meat,197.35,4,1.45,243,263.26
WMT37053,Product_37053,Vegetables,176.7,14,0.67,229,94.71
WMT37054,Product_37054,Fruits,61.32,25,0.81,216,39.74
WMT37055,Product_37055,Fruits,116.81,9,1.28,122,122.6
WMT37056,Product_37056,Vegetables,35.93,3,0.64,110,21.62
WMT37057,Product_37057,Bakery,87.46,12,0.84,237,58.77
WMT37058,Product_37058,Bakery,121.57,24,1.17,184,113.79
WMT37059,Product_37059,Meat,67.68,14,0.79,108,42.77
WMT37060,Product_37060,Vegetables,43.68,9,1.17,157,41.91
WMT37061,Product_37061,Bakery,90.44,27,0.67,30,48.48
WMT37062,Product_37062,Fruits,105.54,16,0.52,204,43.9
WMT37063,Product_37063,Bakery,41.01,2,0.89,208,35.04
WMT37064,Product_37064,Fruits,128.63,14,1.06,291,109.08
WMT37065,Product_37065,Fruits,28.06,25,0.73,72,16.39
WMT37066,Product_37066,Dairy,54.89,13,1.27,206,55.77
WMT37067,Product_37067,Vegetables,53.87,30,0.83,140,35.77
WMT37068,Product_37068,Vegetables,179.09,8,1.5,297,225.65
WMT37069,Product_37069,Dairy,88.18,27,0.81,154,57.14
WMT37070,Product_37070,Bakery,46.81,6,0.97,279,39.96
WMT37071,Product_37071,Dairy,160.71,22,0.85,70,109.28
WMT37072,Product_37072,Bakery,100.35,12,1.36,264,109.18
WMT37073,Product_37073,Meat,151.8,4,0.56,131,78.21
WMT37074,Product_37074,Vegetables,31.15,13,0.81,42,20.19
WMT37075,Product_37075,Dairy,147.19,26,1.04,198,122.46
WMT37076,Product_37076,Vegetables,161.32,13,0.75,287,96.79
WMT37077,Product_37077,Fruits,122.25,29,1.17,172,114.43
WMT37078,Product_37078,Fruits,24.48,29,1.45,75,28.4
WMT37079,Product_37079,Bakery,134.62,15,1.29,181,138.93
WMT37080,Product_37080,Dairy,75.66,23,1.47,94,88.98
WMT37081,Product_37081,Dairy,48.3,13,0.78,27,30.14
WMT37082,Product_37082,Fruits,29.71,18,0.86,294,20.44
WMT37083,Product_37083,Fruits,182.51,21,0.85,255,124.11
WMT37084,Product_37084,Vegetables,43.91,5,1.11,196,43.87
WMT37085,Product_37085,Meat,36.08,25,1.04,106,30.02
WMT37086,Product_37086,Fruits,108.98,28,0.95,58,82.82
WMT37087,Product_37087,Vegetables,83.38,17,1.18,35,78.71
WMT37088,Product_37088,Vegetables,26.09,21,0.95,84,19.83
WMT37089,Product_37089,Bakery,89.48,1,0.7,42,61.38
WMT37090,Product_37090,Fruits,168.94,5,1.29,79,196.14
WMT37091,Product_37091,Fruits,45.92,18,1.46,60,53.63
WMT37092,Product_37092,Vegetables,102.27,13,1.44,109,117.82
WMT37093,Product_37093,Meat,91.67,23,0.66,252,48.4
WMT37094,Product_37094,Meat,162.47,22,0.85,197,110.48
WMT37095,Product_37095,Bakery,134.9,30,0.57,19,61.51
WMT37096,Product_37096,Vegetables,65.35,28,0.75,160,39.21
WMT37097,Product_37097,Bakery,149.99,27,0.75,265,89.99
WMT37098,Product_37098,Dairy,42.34,19,1.1,263,37.26
WMT37099,Product_37099,Fruits,49.82,27,1.3,92,51.81
WMT37100,Product_37100,Meat,133.83,12,0.6,45,64.24
WMT37101,Product_37101,Bakery,130.07,5,0.68,18,79.6
WMT37102,Product_37102,Bakery,149.13,7,1.44,200,184.68
WMT37103,Product_37103,Dairy,170.4,13,1.36,226,185.4
WMT37104,Product_37104,Fruits,117.71,28,0.99,192,93.23
WMT37105,Product_37105,Vegetables,153.78,23,1.25,226,153.78
WMT37106,Product_37106,Vegetables,89.63,18,1.18,255,84.61
WMT37107,Product_37107,Fruits,168.83,22,0.58,28,78.34
WMT37108,Product_37108,Dairy,21.05,12,0.57,92,9.6
WMT37109,Product_37109,Bakery,65.19,8,1.43,113,78.31
WMT37110,Product_37110,Meat,91.81,18,1.2,192,88.14
WMT37111,Product_37111,Vegetables,115.45,6,0.95,235,96.52
WMT37112,Product_37112,Bakery,121.44,18,1.2,187,116.58
WMT37113,Product_37113,Fruits,108.85,4,0.78,166,78.11
WMT37114,Product_37114,Vegetables,71.13,15,1.28,213,72.84
WMT37115,Product_37115,Vegetables,38.98,29,0.75,79,23.39
WMT37116,Product_37116,Dairy,86.23,12,1.35,65,93.13
WMT37117,Product_37117,Bakery,78.76,5,1.14,215,80.81
WMT37118,Product_37118,Bakery,65.06,5,1.11,103,64.99
WMT37119,Product_37119,Bakery,61.11,4,1.04,157,58.47
WMT37120,Product_37120,Bakery,198.74,5,0.92,147,164.56
WMT37121,Product_37121,Meat,90.92,6,1.02,283,81.61
WMT37122,Product_37122,Vegetables,198.51,5,0.55,130,98.26
WMT37123,Product_37123,Fruits,51.82,22,0.59,176,24.46
WMT37124,Product_37124,Meat,158.87,1,0.65,22,101.2
WMT37125,Product_37125,Fruits,130.94,18,0.59,162,61.8
WMT37126,Product_37126,Fruits,98.47,29,0.53,33,41.75
WMT37127,Product_37127,Dairy,158.43,27,0.59,151,74.78
WMT37128,Product_37128,Bakery,91.64,14,1.11,169,81.38
WMT37129,Product_37129,Vegetables,154.59,22,1.21,167,149.64
WMT37130,Product_37130,Bakery,156.2,24,0.74,284,92.47
WMT37131,Product_37131,Fruits,141.74,9,1.17,36,135.99
WMT37132,Product_37132,Bakery,118.1,1,0.86,82,99.53
WMT37133,Product_37133,Meat,100.43,10,1.31,117,105.25
WMT37134,Product_37134,Bakery,143.44,13,1.14,122,130.82
WMT37135,Product_37135,Dairy,113.8,5,0.9,204,92.18
WMT37136,Product_37136,Vegetables,24.35,18,0.71,150,13.83
WMT37137,Product_37137,Meat,116.68,12,0.79,57,73.74
WMT37138,Product_37138,Fruits,187.29,25,0.67,111,100.39
WMT37139,Product_37139,Dairy,188.3,3,0.59,36,104.43
WMT37140,Product_37140,Meat,199.98,26,1.16,14,185.58
WMT37141,Product_37141,Meat,165.04,2,1.01,182,160.02
WMT37142,Product_37142,Dairy,49.97,4,0.98,234,45.05
WMT37143,Product_37143,Bakery,26.37,5,1.09,270,25.87
WMT37144,Product_37144,Bakery,106.39,4,0.75,264,73.41
WMT37145,Product_37145,Bakery,157.95,25,0.68,250,85.92
WMT37146,Product_37146,Vegetables,141.07,11,1.47,240,165.9
WMT37147,Product_37147,Fruits,125.39,30,1.4,216,140.44
WMT37148,Product_37148,Vegetables,47.58,28,1.37,51,52.15
WMT37149,Product_37149,Bakery,89.41,28,1.5,163,107.29
WMT37150,Product_37150,Meat,45.12,5,0.55,241,22.33
WMT37151,Product_37151,Fruits,184.54,6,0.68,43,110.43
WMT37152,Product_37152,Meat,140.48,6,0.93,203,114.97
WMT37153,Product_37153,Fruits,148.32,1,0.93,173,135.18
WMT37154,Product_37154,Meat,111.57,7,0.67,47,64.29
WMT37155,Product_37155,Fruits,105.04,9,1.48,222,127.48
WMT37156,Product_37156,Fruits,80.13,1,1.4,109,109.94
WMT37157,Product_37157,Bakery,91.59,22,1.3,42,95.25
WMT37158,Product_37158,Vegetables,91.01,13,1.36,46,99.02
WMT37159,Product_37159,Bakery,31.84,4,1.3,170,38.08
WMT37160,Product_37160,Fruits,135.83,7,0.6,173,70.09
WMT37161,Product_37161,Meat,71.54,19,1.36,193,77.84
WMT37162,Product_37162,Dairy,176.58,30,0.91,130,128.55
WMT37163,Product_37163,Meat,138.41,22,1.06,36,117.37
WMT37164,Product_37164,Dairy,174.98,23,1.11,165,155.38
WMT37165,Product_37165,Fruits,78.99,21,0.92,206,58.14
WMT37166,Product_37166,Vegetables,125.69,30,1.1,297,110.61
WMT37167,Product_37167,Dairy,83.1,12,0.52,41,34.57
WMT37168,Product_37168,Meat,59.93,27,1.05,39,50.34
WMT37169,Product_37169,Bakery,20.16,18,0.59,157,9.52
WMT37170,Product_37170,Vegetables,105.27,21,0.78,26,65.69
WMT37171,Product_37171,Dairy,94.13,17,0.87,35,65.51
WMT37172,Product_37172,Dairy,198.42,24,0.61,147,96.83
WMT37173,Product_37173,Bakery,43.89,6,0.55,79,21.24
WMT37174,Product_37174,Bakery,113.65,11,1.37,139,124.56
WMT37175,Product_37175,Dairy,73.86,15,1.03,291,60.86
WMT37176,Product_37176,Meat,54.58,4,1.18,64,59.25
WMT37177,Product_37177,Fruits,138.17,6,0.54,88,65.66
WMT37178,Product_37178,Fruits,34.58,26,0.86,37,23.79
WMT37179,Product_37179,Vegetables,75.71,18,0.82,20,49.67
WMT37180,Product_37180,Bakery,22.99,20,1.17,253,21.52
WMT37181,Product_37181,Fruits,92.12,18,1.17,279,86.22
WMT37182,Product_37182,Vegetables,76.73,14,0.85,217,52.18
WMT37183,Product_37183,Vegetables,58.34,8,1.42,190,69.59
WMT37184,Product_37184,Dairy,146.82,1,1.0,173,143.88
WMT37185,Product_37185,Fruits,175.14,10,1.17,27,163.93
WMT37186,Product_37186,Bakery,127.02,2,1.33,114,162.18
WMT37187,Product_37187,Dairy,184.02,11,1.13,162,166.35
WMT37188,Product_37188,Meat,93.37,3,1.02,162,89.52
WMT37189,Product_37189,Vegetables,198.73,23,0.55,176,87.44
WMT37190,Product_37190,Vegetables,190.04,20,0.56,110,85.14
WMT37191,Product_37191,Fruits,22.31,20,1.37,215,24.45
WMT37192,Product_37192,Vegetables,60.58,10,0.99,197,47.98
WMT37193,Product_37193,Fruits,193.13,16,1.18,190,182.31
WMT37194,Product_37194,Vegetables,176.85,17,1.33,51,188.17
WMT37195,Product_37195,Vegetables,81.13,15,0.93,221,60.36
WMT37196,Product_37196,Bakery,169.82,13,1.29,218,175.25
WMT37197,Product_37197,Dairy,120.69,29,0.63,172,60.83
WMT37198,Product_37198,Dairy,97.97,9,1.16,181,93.19
WMT37199,Product_37199,Vegetables,175.38,6,0.92,214,141.99
WMT37200,Product_37200,Dairy,67.29,9,0.84,85,46.35
WMT37201,Product_37201,Meat,115.0,19,0.92,181,84.64
WMT37202,Product_37202,Meat,180.98,11,1.14,59,165.05
WMT37203,Product_37203,Dairy,113.76,27,1.12,189,101.93
WMT37204,Product_37204,Fruits,161.33,30,1.28,189,165.2
WMT37205,Product_37205,Dairy,146.32,20,0.83,238,97.16
WMT37206,Product_37206,Meat,152.47,2,0.63,239,92.21
WMT37207,Product_37207,Bakery,84.58,20,1.03,239,69.69
WMT37208,Product_37208,Vegetables,139.62,17,1.45,223,161.96
WMT37209,Product_37209,Fruits,187.64,14,1.12,90,168.13
WMT37210,Product_37210,Fruits,47.75,20,0.66,211,25.21
WMT37211,Product_37211,Bakery,185.99,20,0.88,270,130.94
WMT37212,Product_37212,Vegetables,74.23,8,0.65,187,40.53
WMT37213,Product_37213,Bakery,106.55,7,0.75,144,68.72
WMT37214,Product_37214,Dairy,134.48,7,0.82,19,94.84
WMT37215,Product_37215,Bakery,180.23,15,0.75,180,108.14
WMT37216,Product_37216,Dairy,45.6,19,1.49,267,54.36
WMT37217,Product_37217,Dairy,94.21,27,0.51,142,38.44
WMT37218,Product_37218,Fruits,49.74,24,0.53,293,21.09
WMT37219,Product_37219,Dairy,137.42,1,0.94,295,126.59
WMT37220,Product_37220,Fruits,111.28,26,1.06,42,94.37
WMT37221,Product_37221,Bakery,49.75,11,1.13,146,44.97
WMT37222,Product_37222,Bakery,127.31,13,1.45,95,147.68
WMT37223,Product_37223,Meat,79.58,15,1.29,33,82.13
WMT37224,Product_37224,Meat,79.22,18,1.38,160,87.46
WMT37225,Product_37225,Meat,37.35,10,0.7,227,20.92
WMT37226,Product_37226,Fruits,157.04,21,0.88,172,110.56
WMT37227,Product_37227,Meat,147.31,20,0.99,73,116.67
WMT37228,Product_37228,Bakery,170.31,21,0.82,67,111.72
WMT37229,Product_37229,Vegetables,87.72,7,0.73,294,55.07
WMT37230,Product_37230,Vegetables,150.55,21,1.21,29,145.73
WMT37231,Product_37231,Dairy,178.92,16,0.69,258,98.76
WMT37232,Product_37232,Dairy,69.09,6,1.18,247,71.74
WMT37233,Product_37233,Meat,169.02,1,1.22,77,202.08
WMT37234,Product_37234,Bakery,22.49,28,1.14,188,20.51
WMT37235,Product_37235,Fruits,142.27,19,1.36,38,154.79
WMT37236,Product_37236,Fruits,90.28,5,0.91,165,73.94
WMT37237,Product_37237,Dairy,127.54,12,0.91,184,92.85
WMT37238,Product_37238,Dairy,104.03,17,0.69,287,57.42
WMT37239,Product_37239,Meat,188.29,3,1.25,256,221.24
WMT37240,Product_37240,Bakery,37.22,23,0.6,136,17.87
WMT37241,Product_37241,Fruits,129.84,12,1.0,192,103.87
WMT37242,Product_37242,Vegetables,191.48,13,1.15,44,176.16
WMT37243,Product_37243,Meat,47.15,8,1.11,56,43.96
WMT37244,Product_37244,Bakery,168.76,23,0.72,145,97.21
WMT37245,Product_37245,Dairy,196.97,21,1.07,212,168.61
WMT37246,Product_37246,Dairy,32.04,12,1.41,16,36.14
WMT37247,Product_37247,Dairy,39.42,18,1.47,18,46.36
WMT37248,Product_37248,Dairy,98.36,6,0.68,39,58.86
WMT37249,Product_37249,Meat,183.25,2,0.93,108,163.61
WMT37250,Product_37250,Fruits,178.21,9,0.69,208,100.83
WMT37251,Product_37251,Fruits,169.21,17,0.62,102,83.93
WMT37252,Product_37252,Vegetables,53.64,11,0.87,263,37.33
WMT37253,Product_37253,Dairy,144.4,2,0.73,71,101.2
WMT37254,Product_37254,Bakery,152.39,4,0.82,110,114.96
WMT37255,Product_37255,Dairy,86.82,26,0.88,20,61.12
WMT37256,Product_37256,Fruits,90.42,15,0.8,276,57.87
WMT37257,Product_37257,Bakery,40.86,9,0.57,123,19.1
WMT37258,Product_37258,Dairy,126.89,15,0.91,251,92.38
WMT37259,Product_37259,Vegetables,125.08,1,0.56,152,68.64
WMT37260,Product_37260,Dairy,20.93,23,1.21,47,20.26
WMT37261,Product_37261,Bakery,146.39,29,0.76,142,89.01
WMT37262,Product_37262,Fruits,61.68,12,0.71,39,35.03
WMT37263,Product_37263,Bakery,199.85,6,1.03,215,181.14
WMT37264,Product_37264,Bakery,166.26,4,1.45,101,221.79
WMT37265,Product_37265,Bakery,141.73,26,1.11,42,125.86
WMT37266,Product_37266,Dairy,101.99,14,1.29,53,105.25
WMT37267,Product_37267,Meat,153.21,7,1.35,96,177.88
WMT37268,Product_37268,Vegetables,191.32,14,0.58,231,88.77
WMT37269,Product_37269,Fruits,106.14,23,0.92,200,78.12
WMT37270,Product_37270,Dairy,172.45,5,0.71,38,110.2
WMT37271,Product_37271,Fruits,157.9,3,0.78,21,115.77
WMT37272,Product_37272,Fruits,192.33,29,0.69,182,106.17
WMT37273,Product_37273,Dairy,130.09,27,1.37,248,142.58
WMT37274,Product_37274,Bakery,51.25,26,0.53,160,21.73
WMT37275,Product_37275,Dairy,22.59,17,0.51,202,9.22
WMT37276,Product_37276,Bakery,176.85,25,0.73,15,103.28
WMT37277,Product_37277,Meat,161.53,18,1.29,241,166.7
WMT37278,Product_37278,Bakery,94.29,26,1.49,20,112.39
WMT37279,Product_37279,Vegetables,138.13,26,1.05,54,116.03
WMT37280,Product_37280,Bakery,38.07,4,1.36,261,47.63
WMT37281,Product_37281,Vegetables,140.76,1,0.6,92,82.77
WMT37282,Product_37282,Dairy,121.33,28,0.67,239,65.03
WMT37283,Product_37283,Bakery,106.5,6,1.25,260,117.15
WMT37284,Product_37284,Vegetables,82.78,28,1.49,65,98.67
WMT37285,Product_37285,Vegetables,49.91,7,0.66,265,28.33
WMT37286,Product_37286,Dairy,176.17,16,1.2,89,169.12
WMT37287,Product_37287,Vegetables,107.19,10,0.51,166,43.73
WMT37288,Product_37288,Dairy,30.98,16,1.45,105,35.94
WMT37289,Product_37289,Bakery,116.09,17,1.37,293,127.23
WMT37290,Product_37290,Dairy,57.94,28,0.66,53,30.59
WMT37291,Product_37291,Fruits,131.9,17,1.21,89,127.68
WMT37292,Product_37292,Bakery,185.39,13,1.28,185,189.84
WMT37293,Product_37293,Meat,163.99,1,1.14,235,183.21
WMT37294,Product_37294,Bakery,72.14,6,0.66,140,41.9
WMT37295,Product_37295,Meat,101.81,9,0.94,17,78.48
WMT37296,Product_37296,Meat,139.85,3,0.68,203,89.39
WMT37297,Product_37297,Bakery,37.72,13,1.26,17,38.02
WMT37298,Product_37298,Fruits,43.65,13,0.97,292,33.87
WMT37299,Product_37299,Dairy,192.12,20,0.7,58,107.59
WMT37300,Product_37300,Vegetables,174.35,17,1.18,114,164.59
WMT37301,Product_37301,Dairy,23.66,1,0.97,72,22.49
WMT37302,Product_37302,Bakery,197.7,21,0.65,288,102.8
WMT37303,Product_37303,Vegetables,132.98,11,1.07,136,113.83
WMT37304,Product_37304,Dairy,85.11,6,1.02,248,76.39
WMT37305,Product_37305,Meat,178.09,15,1.3,113,185.21
WMT37306,Product_37306,Bakery,20.98,16,1.1,155,18.46
WMT37307,Product_37307,Meat,122.48,5,1.47,67,162.04
WMT37308,Product_37308,Meat,106.16,17,1.34,108,113.8
WMT37309,Product_37309,Meat,38.77,1,0.66,103,25.08
WMT37310,Product_37310,Dairy,74.4,11,1.0,238,59.52
WMT37311,Product_37311,Meat,20.68,6,0.69,279,12.56
WMT37312,Product_37312,Fruits,133.11,1,1.04,197,135.67
WMT37313,Product_37313,Bakery,117.67,19,1.22,75,114.85
WMT37314,Product_37314,Fruits,100.13,10,0.75,64,60.08
WMT37315,Product_37315,Meat,92.08,17,0.92,246,67.77
WMT37316,Product_37316,Meat,179.33,26,0.51,23,73.17
WMT37317,Product_37317,Dairy,66.51,24,0.62,40,32.99
WMT37318,Product_37318,Bakery,77.33,17,0.76,219,47.02
WMT37319,Product_37319,Fruits,172.06,12,0.86,125,118.38
WMT37320,Product_37320,Dairy,191.21,6,1.02,271,171.63
WMT37321,Product_37321,Dairy,164.04,8,1.3,249,179.13
WMT37322,Product_37322,Meat,165.73,8,1.06,169,147.57
WMT37323,Product_37323,Vegetables,47.83,26,0.5,191,19.13
WMT37324,Product_37324,Dairy,199.72,19,0.98,264,156.58
WMT37325,Product_37325,Vegetables,167.64,17,1.25,46,167.64
WMT37326,Product_37326,Vegetables,56.42,22,0.59,37,26.63
WMT37327,Product_37327,Fruits,186.94,15,1.1,249,164.51
WMT37328,Product_37328,Bakery,24.69,29,1.22,141,24.1
WMT37329,Product_37329,Bakery,192.54,19,1.1,245,169.44
WMT37330,Product_37330,Fruits,104.55,9,1.46,164,125.17
WMT37331,Product_37331,Vegetables,171.88,19,1.36,75,187.01
WMT37332,Product_37332,Meat,52.63,1,1.4,125,72.21
WMT37333,Product_37333,Vegetables,20.99,14,0.5,234,8.4
WMT37334,Product_37334,Fruits,187.79,13,0.9,257,135.21
WMT37335,Product_37335,Bakery,108.36,20,0.63,217,54.61
WMT37336,Product_37336,Dairy,28.15,5,1.01,239,25.59
WMT37337,Product_37337,Vegetables,185.11,18,1.35,224,199.92
WMT37338,Product_37338,Vegetables,143.11,18,0.78,229,89.3
WMT37339,Product_37339,Dairy,65.12,20,0.76,254,39.59
WMT37340,Product_37340,Dairy,43.6,12,0.74,88,25.81
WMT37341,Product_37341,Meat,92.5,10,1.3,258,96.2
WMT37342,Product_37342,Vegetables,193.59,8,0.56,124,91.06
WMT37343,Product_37343,Meat,144.64,1,1.19,103,168.68
WMT37344,Product_37344,Dairy,158.49,11,0.61,209,77.34
WMT37345,Product_37345,Meat,118.81,11,0.79,204,75.09
WMT37346,Product_37346,Dairy,117.87,12,0.63,121,59.41
WMT37347,Product_37347,Vegetables,126.35,7,0.76,79,82.58
WMT37348,Product_37348,Bakery,162.08,10,1.22,18,158.19
WMT37349,Product_37349,Fruits,81.37,1,0.69,96,55.02
WMT37350,Product_37350,Dairy,123.36,28,1.14,239,112.5
WMT37351,Product_37351,Vegetables,36.98,13,0.9,260,26.63
WMT37352,Product_37352,Fruits,30.24,15,0.58,132,14.03
WMT37353,Product_37353,Vegetables,92.25,12,0.63,155,46.49
WMT37354,Product_37354,Dairy,162.91,9,0.76,237,101.53
WMT37355,Product_37355,Meat,199.71,28,1.41,198,225.27
WMT37356,Product_37356,Dairy,96.29,14,1.02,285,78.57
WMT37357,Product_37357,Dairy,179.21,19,1.24,146,177.78
WMT37358,Product_37358,Bakery,106.53,18,1.47,59,125.28
WMT37359,Product_37359,Vegetables,27.51,21,1.16,95,25.53
WMT37360,Product_37360,Dairy,54.95,14,0.91,225,40.0
WMT37361,Product_37361,Dairy,198.01,17,0.58,104,91.88
WMT37362,Product_37362,Bakery,117.73,5,1.34,87,141.98
WMT37363,Product_37363,Dairy,119.65,27,0.62,261,59.35
WMT37364,Product_37364,Dairy,43.9,7,1.13,228,42.66
WMT37365,Product_37365,Meat,83.74,3,0.95,55,74.78
WMT37366,Product_37366,Meat,118.58,17,1.39,255,131.86
WMT37367,Product_37367,Bakery,142.21,21,0.55,52,62.57
WMT37368,Product_37368,Bakery,25.91,26,0.51,32,10.57
WMT37369,Product_37369,Meat,163.79,1,0.79,210,126.81
WMT37370,Product_37370,Meat,35.29,3,0.75,173,24.88
WMT37371,Product_37371,Dairy,104.41,10,1.05,203,87.7
WMT37372,Product_37372,Meat,75.73,6,0.8,251,53.31
WMT37373,Product_37373,Fruits,92.19,28,0.68,164,50.15
WMT37374,Product_37374,Fruits,27.56,27,1.23,291,27.12
WMT37375,Product_37375,Bakery,64.84,28,0.65,146,33.72
WMT37376,Product_37376,Bakery,137.13,4,1.16,190,146.35
WMT37377,Product_37377,Vegetables,36.71,25,0.5,22,14.68
WMT37378,Product_37378,Bakery,28.74,14,1.29,33,29.66
WMT37379,Product_37379,Meat,24.71,4,1.49,236,33.87
WMT37380,Product_37380,Dairy,45.47,27,0.98,42,35.65
WMT37381,Product_37381,Vegetables,36.47,2,0.86,126,30.11
WMT37382,Product_37382,Meat,53.71,5,0.63,186,30.45
WMT37383,Product_37383,Meat,66.94,13,0.86,261,46.05
WMT37384,Product_37384,Dairy,60.28,29,0.67,226,32.31
WMT37385,Product_37385,Fruits,100.93,16,1.16,290,93.66
WMT37386,Product_37386,Fruits,75.49,2,0.57,26,41.31
WMT37387,Product_37387,Bakery,122.52,17,0.9,244,88.21
WMT37388,Product_37388,Vegetables,188.79,13,1.48,141,223.53
WMT37389,Product_37389,Bakery,95.55,10,0.94,278,71.85
WMT37390,Product_37390,Bakery,112.72,10,1.21,47,109.11
WMT37391,Product_37391,Bakery,122.56,2,1.07,46,125.89
WMT37392,Product_37392,Dairy,188.31,3,1.1,27,194.71
WMT37393,Product_37393,Dairy,49.72,29,1.05,80,41.76
WMT37394,Product_37394,Bakery,175.09,29,0.92,137,128.87
WMT37395,Product_37395,Vegetables,192.15,16,0.89,217,136.81
WMT37396,Product_37396,Dairy,65.77,6,0.66,295,38.2
WMT37397,Product_37397,Bakery,27.74,18,1.22,19,27.07
WMT37398,Product_37398,Vegetables,45.07,20,1.23,288,44.35
